route_id,num_stops,amazon_cost_min,dijkstra_cost_min,diff_min,savings_pct
RouteID_84c7bcaa-a3a2-4fb9-9cdb-2a2aa77dc668,155,267.6,259.52,8.08,3.02
RouteID_84ce46b1-9771-4d89-ae96-45baa6b49234,83,109.8,87.93,21.86,19.91
RouteID_84ce8289-7bc8-440a-bc04-3d1f027a07c2,169,206.03,220.38,-14.35,-6.96
RouteID_84da7266-60d5-41b7-8eff-2d76b046d77f,202,220.36,207.95,12.41,5.63
RouteID_84e80daf-e931-443f-a83d-83d52d0d4d91,187,248.28,228.84,19.44,7.83
RouteID_84f72f6e-3b04-4883-8e14-632fba58a7f0,166,183.53,201.53,-18.0,-9.8
RouteID_850269aa-cf49-4113-9d8e-14711cf8682f,122,101.31,106.11,-4.81,-4.74
RouteID_8502e1b3-515c-4781-8128-03bb3a36b783,94,108.1,84.14,23.97,22.17
RouteID_8510c662-745d-4e1e-847a-a7cb91d8ad9f,182,238.64,248.96,-10.31,-4.32
RouteID_85204302-9e49-4dd2-8efc-d04f7c822fdc,166,209.62,203.89,5.74,2.74
RouteID_85285257-2424-47d9-a72c-94cc28da904e,161,213.99,210.33,3.66,1.71
RouteID_85415126-444f-47dd-b32b-7275ab2717b4,107,131.72,120.78,10.94,8.31
RouteID_8556f8ec-4686-42b1-a7c5-f13c554e8897,134,192.49,199.01,-6.52,-3.39
RouteID_8565a9ad-f164-47be-b6fd-28e7d788901f,174,182.85,195.65,-12.8,-7.0
RouteID_85730a1c-c507-485d-9d03-7a716b4bb201,109,112.06,111.59,0.48,0.43
RouteID_8593ec14-106f-4007-8122-35f3c208ef9d,153,172.49,169.31,3.17,1.84
RouteID_8595b2cc-cbe8-46fa-8a34-8d70a8c6ebda,143,231.37,223.1,8.27,3.57
RouteID_8596d17e-0246-4afe-b7f9-a4bcaa73be8c,172,229.55,219.93,9.61,4.19
RouteID_85977d5f-8543-42ec-a778-bcfd574a320c,122,185.34,157.09,28.25,15.24
RouteID_85aec482-3df6-4cff-892e-4d7e827cb813,145,154.09,165.83,-11.74,-7.62
RouteID_85bc6e80-13cb-41e0-9c82-74ea8ab966c7,121,152.67,168.74,-16.07,-10.53
RouteID_85be7e4b-9487-4e20-87a6-bc5a6c30e75d,135,180.88,183.96,-3.07,-1.7
RouteID_85cc6265-5a36-4128-85b0-a11569a09c0a,58,100.85,86.3,14.55,14.43
RouteID_85d32250-376a-46fa-8275-602174a5ce36,159,153.59,157.33,-3.74,-2.44
RouteID_85e93874-76f4-43c1-82c8-cf7866500638,138,204.33,189.94,14.39,7.04
RouteID_85fa1c16-ae80-4142-815c-0104d95c3d59,42,80.7,68.67,12.03,14.91
RouteID_85fc47c6-d867-4a46-80fb-5500848643b9,167,229.75,237.66,-7.91,-3.44
RouteID_85fc89e2-2dd7-45d3-a74d-c86bfc617d5d,162,169.78,152.5,17.28,10.18
RouteID_85fec008-983a-404c-9b00-17889bd28234,194,286.08,267.5,18.58,6.49
RouteID_860682b4-fcc9-4eb3-842a-6dd65b49395e,198,170.32,173.83,-3.5,-2.06
RouteID_86235826-5f33-4c53-ad84-d3cea65dc36d,163,240.48,262.15,-21.67,-9.01
RouteID_862c4d83-9a7c-4e82-bb96-de86708686ec,150,168.14,158.78,9.36,5.56
RouteID_862d7bd5-c634-412f-bc54-d701e43a978a,116,170.81,162.67,8.13,4.76
RouteID_86304299-5f2d-486e-a216-77fb802178e4,147,182.47,189.52,-7.05,-3.86
RouteID_863bcc13-f431-4fce-89ad-a9bc857ad483,149,196.33,207.08,-10.75,-5.47
RouteID_863f1901-4d96-494b-88ab-33149743ea4c,166,229.93,227.86,2.07,0.9
RouteID_8643e615-27b7-480c-8003-a76f0f699d00,147,209.45,208.52,0.94,0.45
RouteID_86517a18-67ab-4b65-b8a6-afe7740861f7,150,186.49,189.1,-2.61,-1.4
RouteID_866fb8b0-ea67-4bdd-9c83-1b2e3e97b86c,177,215.46,222.34,-6.88,-3.19
RouteID_867903c0-3959-4fc1-91b8-4ded86e636f4,163,184.73,189.85,-5.12,-2.77
RouteID_868df313-fd3e-4c3b-aa86-edbba3172611,191,223.7,222.42,1.28,0.57
RouteID_868f28dd-ed74-44fc-9f9a-c55ba92f1ea7,176,193.42,205.37,-11.95,-6.18
RouteID_869774de-96b7-46e7-9a5a-5aca5ca84504,174,170.94,185.38,-14.44,-8.44
RouteID_86ab3b8b-1e01-425d-bb33-6f37405f0e1b,144,142.06,154.14,-12.08,-8.5
RouteID_86abc426-4c51-4415-b42f-964a74a81b0f,166,190.07,192.55,-2.47,-1.3
RouteID_86b98121-d379-4018-8aa9-2332d77c0b61,181,172.63,176.47,-3.84,-2.23
RouteID_86cbe600-6c82-446e-81e8-cb31473ab7de,129,183.86,187.58,-3.72,-2.03
RouteID_86db3f92-c88d-42fc-b67b-2a67f3a5b7bc,177,154.47,156.05,-1.59,-1.03
RouteID_86eddbfa-0677-4bb6-a7e3-a3fc627e9cb6,193,248.96,260.97,-12.01,-4.82
RouteID_87060c58-dea2-4621-a9b5-0341c3ee1a67,127,127.92,125.45,2.47,1.93
RouteID_871822a5-5759-4f5f-b303-3a5c38892170,154,184.9,196.41,-11.51,-6.22
RouteID_87194f14-3ebe-4c2d-beb3-ae77648a8068,193,256.62,266.09,-9.47,-3.69
RouteID_8722c5df-50ad-4841-bfa7-21616179083f,62,60.52,54.73,5.79,9.57
RouteID_873146b3-5cf7-423b-be48-fd1ccdf7370d,158,158.15,150.24,7.91,5.0
RouteID_87703650-a513-4c20-a64e-27f86456f76d,191,245.14,262.17,-17.03,-6.95
RouteID_8780d022-6383-4089-874f-ce7d01026f54,168,170.13,173.39,-3.26,-1.92
RouteID_87a00041-c07e-4c83-9f6d-ec39cf5592d0,76,123.54,115.07,8.47,6.86
RouteID_87acc75c-0933-4a30-966b-f9a7ad1b4957,155,168.44,172.97,-4.53,-2.69
RouteID_87b885b2-a8d3-4b1f-b8fd-1115219d0255,117,109.32,114.67,-5.36,-4.9
RouteID_87b8f113-8870-4f5e-b5d3-712356bd1170,147,152.76,169.98,-17.22,-11.27
RouteID_87c76a48-381f-4505-ba8d-67e79053696f,155,168.17,160.61,7.56,4.5
RouteID_87ca76e9-f348-4646-a434-91845c1b6358,189,238.09,253.45,-15.36,-6.45
RouteID_87cd1577-f53e-4941-9965-9a41a0563a55,153,173.59,194.53,-20.94,-12.06
RouteID_87fa696f-b752-4de0-9f35-ab1234de778d,104,134.14,130.71,3.43,2.56
RouteID_880a3c32-6071-41ad-b387-8620d36285de,121,125.38,115.77,9.61,7.67
RouteID_881272c8-8616-4ac1-b09c-c4fe66229896,172,169.19,174.49,-5.3,-3.13
RouteID_8818e981-8e63-4a85-a6de-8da897521db6,73,101.18,85.84,15.34,15.16
RouteID_881ab759-0ac4-45fe-a436-f4786bb330e8,117,153.68,163.24,-9.56,-6.22
RouteID_883f8700-e694-4ef0-968c-5299bf9a8e93,94,119.36,118.73,0.63,0.53
RouteID_885e01d0-98b7-4228-9b2f-b5f885ddf164,177,230.26,244.89,-14.62,-6.35
RouteID_8868aa26-94d2-4844-a1ad-5a43d99d6b47,157,177.99,179.19,-1.2,-0.68
RouteID_8869c070-cd25-49fd-b545-1904efd2adfb,100,125.17,108.8,16.37,13.08
RouteID_886a65eb-026b-40a0-82fe-3cbc576b9c53,132,172.8,159.38,13.41,7.76
RouteID_887256d0-1ffe-492a-ba53-8e6358dea51e,173,183.99,174.58,9.4,5.11
RouteID_88728ed2-0388-4fe5-9bb0-01a1b06f49e2,170,223.76,187.71,36.05,16.11
RouteID_887cde0d-2138-4f2d-9924-919748de37d9,145,158.14,168.43,-10.29,-6.51
RouteID_8885adc1-4291-42c1-bc0b-2ccc2b28b6d6,132,162.53,159.73,2.81,1.73
RouteID_888d846c-21bb-490d-898c-33c42001cd8b,139,158.47,157.91,0.56,0.35
RouteID_888e84e7-7cbd-4989-8b92-2764bf8c03dd,133,164.17,167.81,-3.64,-2.22
RouteID_8892ab0d-f891-4e26-b043-5370f5c5d048,198,219.64,238.38,-18.74,-8.53
RouteID_88945b07-0593-485c-a767-6bbe47414adc,170,199.4,206.48,-7.08,-3.55
RouteID_889fb2e6-0e10-4a02-a1bd-746503e6162f,189,261.42,264.91,-3.48,-1.33
RouteID_88a17a4d-9538-46ab-bcb5-04356801e50b,154,166.19,181.28,-15.09,-9.08
RouteID_88a1eef0-352a-4e01-9ad4-35b080c9aee4,116,93.96,97.44,-3.49,-3.71
RouteID_88ae3ac7-7b51-4515-8181-26b5b24f4b9e,157,222.86,243.86,-21.0,-9.42
RouteID_88c1ade9-7157-479c-9af7-b496e5fbc6f1,161,218.17,235.3,-17.13,-7.85
RouteID_88cf734c-cbe8-4ae7-b497-f1c0032a07a2,126,170.7,174.65,-3.94,-2.31
RouteID_88d0e482-6dc4-4877-bdf9-0c9d7c4b449c,162,209.47,228.8,-19.33,-9.23
RouteID_88dd4138-06a3-45ab-94fa-1464d752bd2c,151,230.93,228.03,2.9,1.25
RouteID_88e0abdc-f41c-4b3e-9f47-ceb88768a539,182,199.75,209.7,-9.95,-4.98
RouteID_88e0c2ab-dec7-4a81-ade3-7d326cbe8554,169,226.48,230.0,-3.53,-1.56
RouteID_88f932e9-f2bd-4b0a-8af5-4067baa24c08,98,94.2,94.2,0.0,0.0
RouteID_8915db4b-7543-4523-91ee-cf8efb57dce9,184,222.76,211.14,11.62,5.22
RouteID_893699a6-83e4-4f5d-877d-8a42767946af,194,179.75,208.82,-29.07,-16.18
RouteID_893c1c4b-5183-4ebd-8110-16ce6767be07,125,164.18,170.98,-6.8,-4.14
RouteID_893d4ae7-4774-4982-86d8-ac3d896a2a77,188,210.27,201.51,8.77,4.17
RouteID_89413a52-5b52-44dc-a4af-2cba22a27560,171,178.75,193.86,-15.11,-8.45
RouteID_8944c516-65c8-4f73-8d46-47de5eb337ad,144,165.99,169.45,-3.46,-2.09
RouteID_894c1009-afde-488e-b6c0-2d4fbcd411cd,187,202.08,218.41,-16.33,-8.08
RouteID_89543e54-e254-4993-b687-f358b3124a0b,132,205.26,233.64,-28.38,-13.82
RouteID_895c8aaa-2647-4292-b045-1b326205d9b3,143,229.4,245.09,-15.69,-6.84
RouteID_8961343a-19dc-43ea-92a3-2e611b199fa6,115,125.79,107.75,18.04,14.34
RouteID_8966fc08-3a2f-4ce7-a5e8-05a7638ad669,141,122.92,124.24,-1.32,-1.07
RouteID_8984121a-12a1-4a66-8fd8-4d335f363535,129,166.71,157.32,9.39,5.63
RouteID_899a31e9-6135-4caa-9b1b-ccf99249752e,176,193.97,205.39,-11.43,-5.89
RouteID_89a06d3a-f997-4506-924d-6c1d53dc63d2,195,222.63,242.55,-19.92,-8.95
RouteID_89a3515b-999b-45bf-b5e4-e4489cac1817,122,135.62,131.94,3.68,2.71
RouteID_89a6b9f3-0aa8-4b26-b498-12071565df3a,123,166.75,153.47,13.28,7.96
RouteID_89ae76a7-0359-4a5a-8031-72efdb552b00,132,170.18,156.56,13.62,8.0
RouteID_89b744a9-9402-4cfa-bccd-8d05355bb4c7,137,197.29,195.35,1.93,0.98
RouteID_89c613d5-3801-49bc-83c6-ac01ac4705bb,115,104.69,91.75,12.94,12.36
RouteID_89cd0868-588f-49c1-8f77-97f82e6b4c7f,139,173.94,180.83,-6.89,-3.96
RouteID_89d62883-6761-450d-86f5-32a8bf42be36,102,115.37,120.49,-5.11,-4.43
RouteID_89ec1226-72ee-48bb-a8d2-3c0384524664,188,214.56,231.86,-17.3,-8.06
RouteID_8a0218e1-9268-44b7-b9a9-d2d8afc8b5db,112,172.93,174.93,-2.0,-1.16
RouteID_8a0e2284-8aa7-49a6-931b-7d7ae0f57767,171,173.0,178.46,-5.47,-3.16
RouteID_8a145c7a-c5b7-4cfc-a027-733cfdf40227,187,233.52,233.04,0.49,0.21
RouteID_8a18fa7e-b35a-421d-a071-7bcf2000c6f1,181,202.02,208.69,-6.67,-3.3
RouteID_8a1d973e-142f-4c01-88eb-743a41f0b87d,177,209.83,223.14,-13.31,-6.34
RouteID_8a205059-abac-4869-b8e8-75880d60e2e6,170,249.13,283.26,-34.13,-13.7
RouteID_8a2245b0-5630-41fa-813c-ccae7393c460,106,119.71,108.87,10.84,9.05
RouteID_8a2d560a-59d3-4625-94c3-ac55e33399b7,133,216.34,223.94,-7.6,-3.51
RouteID_8a2e002a-80dc-4b6c-bc45-2ece95281d63,90,88.42,85.81,2.61,2.95
RouteID_8a301ed1-793b-4b7b-babc-fb7975c3921c,132,126.43,126.39,0.04,0.03
RouteID_8a4948c0-031a-412b-9354-ecd728347483,101,103.83,97.18,6.65,6.41
RouteID_8a4b7805-dd86-4128-a5d5-a189054f7eaf,160,249.25,244.3,4.95,1.99
RouteID_8a4e878d-dba9-4ca4-bbcf-2d70752ed51a,119,109.08,110.31,-1.23,-1.12
RouteID_8a4f15cd-8800-4d4e-8197-f63e64da7b61,166,219.07,227.52,-8.45,-3.86
RouteID_8a5e750d-2c87-4fb1-a51d-d0a70729ff3f,87,93.32,84.33,8.99,9.63
RouteID_8a5eb63b-c25d-4ea9-b9f9-989dba64695d,185,153.19,168.31,-15.12,-9.87
RouteID_8a650320-4c2f-4e42-b057-c9aca353a826,144,206.41,221.72,-15.31,-7.42
RouteID_8a651fc6-9062-44b6-9a91-07b054dec2bf,83,106.5,92.25,14.25,13.38
RouteID_8a6d170a-0e8a-4d79-8216-7f4dc26fe5af,187,180.35,189.13,-8.78,-4.87
RouteID_8a834608-809b-46da-b44c-cfbd32b1e0f0,159,194.79,219.23,-24.44,-12.55
RouteID_8a895fbb-73d7-4381-8d6c-4a10fa23b103,115,194.4,205.01,-10.61,-5.46
RouteID_8a8bab81-3f43-4b91-a247-f3498cdbaeac,144,188.92,194.15,-5.23,-2.77
RouteID_8a94340b-0e95-467f-8f6a-f583157e628e,163,208.72,192.9,15.82,7.58
RouteID_8a956f2b-5dcf-4eab-a2e1-5ea7cf879b20,103,92.51,102.68,-10.17,-10.99
RouteID_8ab74ef7-f2e7-4fd7-8e71-b390f2004adf,164,164.6,176.9,-12.3,-7.47
RouteID_8ab9ae37-0bde-4545-849c-27d9c0e7c127,109,139.55,137.29,2.26,1.62
RouteID_8ac2f8dd-7012-4687-aafc-a414f8902e91,149,191.45,189.14,2.31,1.2
RouteID_8ac566a9-ddd4-4426-b146-a43b15100c66,152,179.31,172.27,7.04,3.93
RouteID_8ac9fd43-fa6d-4849-8a7f-e4dc225c4f97,143,179.17,191.73,-12.56,-7.01
RouteID_8acd44a4-0c69-4b62-847a-af10858a649b,214,227.58,238.42,-10.84,-4.76
RouteID_8ad50cf4-81e3-466c-8325-6b54da61ba19,197,205.88,223.81,-17.93,-8.71
RouteID_8afa55b0-f1ca-4434-b1e6-aacc1541d273,126,168.41,171.82,-3.42,-2.03
RouteID_8b114f81-bd37-4475-ad9f-c0ad2e38f1f7,162,198.08,208.64,-10.56,-5.33
RouteID_8b18ea27-b7e2-4c6d-9e49-3ee79a6bd3df,153,194.24,203.87,-9.63,-4.96
RouteID_8b1ac997-8fb4-4db3-a8fe-c7ec5acbbbfd,188,226.67,237.77,-11.1,-4.9
RouteID_8b1bd51a-db57-4e97-9301-5ccd6250d9b1,148,209.47,227.38,-17.92,-8.55
RouteID_8b3bf4a4-d9c8-48a4-96bf-8f56a4d6982d,194,226.6,254.96,-28.36,-12.52
RouteID_8b3c08c9-5709-40ae-9dfb-25f1000271c8,179,168.34,174.34,-5.99,-3.56
RouteID_8b3e94ea-1f8d-448f-8391-a7352899281f,183,190.5,186.73,3.77,1.98
RouteID_8b4494ce-b6b7-4b61-af0e-812d9eb41030,107,123.11,123.06,0.05,0.04
RouteID_8b47d67a-ee07-4774-8cea-2764431e479f,106,95.35,86.29,9.06,9.5
RouteID_8b50a9e4-141d-4201-b6e7-bb36f454e396,108,106.5,98.47,8.03,7.54
RouteID_8b5c04e7-0c0b-42c3-afa3-62bb4a268ddb,109,149.4,133.13,16.27,10.89
RouteID_8b5ede6e-b1ac-4474-8b44-a3e668042ae6,173,222.12,223.37,-1.24,-0.56
RouteID_8b69878c-813d-4dc5-bb2c-90d775fb9051,193,181.76,199.22,-17.46,-9.61
RouteID_8b7482be-60b5-4ce2-9488-18eecb1b7af4,146,179.22,192.95,-13.73,-7.66
RouteID_8b7513a3-9e08-4118-a0d5-09b9e5632acb,148,201.36,193.54,7.82,3.88
RouteID_8b758cca-161c-4998-a5f7-4b1e2b3d35fc,175,258.81,271.94,-13.13,-5.07
RouteID_8b7769a8-d842-4fa3-a44c-07346b8c8a60,160,211.17,215.25,-4.08,-1.93
RouteID_8b782607-313e-47c6-aa46-de0a02b74cd3,115,103.82,101.33,2.49,2.4
RouteID_8b88be80-cb9a-46a2-95fb-8446b58480c4,180,190.8,204.99,-14.19,-7.44
RouteID_8b89cdb4-b2fc-43b1-903b-2d2338e40de5,189,212.71,202.74,9.96,4.68
RouteID_8b8d88fb-b2b8-4b54-afdb-2ab8ab442e5a,158,158.29,178.72,-20.43,-12.9
RouteID_8b8d8f6e-5912-43cd-85f5-3c83910e1b45,132,188.01,205.89,-17.88,-9.51
RouteID_8b8f4e98-6e59-457f-9923-3ce7f2cf6072,175,180.48,184.85,-4.36,-2.42
RouteID_8b9c21f5-518b-4cfb-8f9c-0e0fd9fe0ec8,88,114.45,118.01,-3.57,-3.11
RouteID_8bb1b402-bde0-4ffd-8b7b-f7b86878cfb3,166,164.95,169.74,-4.79,-2.9
RouteID_8bb4bf6e-cb87-4046-b795-021529c20442,105,87.26,85.05,2.21,2.53
RouteID_8bd08676-75f2-4ddf-8aeb-7e63b74f8600,163,184.66,197.36,-12.7,-6.88
RouteID_8bef849e-27b4-4ffb-a580-fa79524a9ae9,143,198.92,203.13,-4.21,-2.11
RouteID_8bf39986-a9c5-46ed-b305-a8beafa753d0,135,207.27,209.99,-2.72,-1.31
RouteID_8bfad394-cc0c-4301-9c16-003785b3c2ee,144,183.35,179.84,3.51,1.91
RouteID_8c004630-9e70-4f13-a33e-011ed1d6f47b,167,188.17,188.99,-0.82,-0.43
RouteID_8c005ecc-7109-4de9-8dfb-89eb4d578209,153,223.32,247.66,-24.34,-10.9
RouteID_8c01c062-d4f3-4441-acbf-207c52a1e1da,72,105.04,104.2,0.84,0.8
RouteID_8c12ca30-e117-41ec-9049-f0c7bbb4b295,138,197.55,219.66,-22.11,-11.19
RouteID_8c12e45c-557c-4986-99f7-143971592927,139,201.68,192.79,8.89,4.41
RouteID_8c27447a-02a9-4e39-b1f1-8597101580d3,142,164.3,177.85,-13.55,-8.25
RouteID_8c77b4d1-b0c4-4761-8aa8-8bb7691d7206,130,137.21,137.41,-0.2,-0.15
RouteID_8c788d23-093f-4cc0-979c-2f79a52e8d0f,141,170.36,170.12,0.24,0.14
RouteID_8c7cfd4b-79e0-4ccb-bb8a-70960c62f317,150,196.62,204.67,-8.05,-4.1
RouteID_8c82c033-d239-4ce3-989b-6e8856774889,98,110.09,106.89,3.2,2.91
RouteID_8ca4ce43-7bc2-455d-8300-62d6c7273c15,135,200.66,209.73,-9.07,-4.52
RouteID_8ca64ef5-58c8-4dc0-a8a5-60ee42ddc4f4,133,179.85,199.72,-19.87,-11.05
RouteID_8caef543-dd6f-4c8b-b531-fe6f767b0a26,147,187.41,191.24,-3.82,-2.04
RouteID_8cb0c473-7e6d-420f-85e0-362f7cc89775,166,203.98,216.36,-12.37,-6.07
RouteID_8cb90307-e0eb-46ea-aaa9-16e3b1296b3d,150,186.4,179.31,7.09,3.8
RouteID_8cbd4291-f6c5-45fc-9d0c-ad761cfe5af9,181,231.42,267.58,-36.16,-15.63
RouteID_8cc3ae72-4853-4338-9a74-8077a5737929,64,99.62,89.43,10.19,10.23
RouteID_8cc876cd-d046-43a1-b91f-50c1c999d0f7,108,148.57,163.37,-14.8,-9.96
RouteID_8ccc45dd-e94f-43a8-81c5-8bd466e0c8a0,161,168.21,171.43,-3.23,-1.92
RouteID_8ce03cbd-0f12-4782-8c2b-f362cae19906,101,122.79,122.77,0.03,0.02
RouteID_8ce8bc17-c3ff-44ca-89e9-83d4fd64b6dc,142,120.34,133.26,-12.92,-10.74
RouteID_8cf00f35-8445-4f23-9bb5-7eca8ecd911c,142,157.37,155.3,2.07,1.31
RouteID_8cfcd2bb-4595-4a86-88cd-388b6deba2b9,172,182.68,185.16,-2.48,-1.36
RouteID_8d0c62ac-2c24-4477-9f76-0534097e805d,147,162.95,174.18,-11.22,-6.89
RouteID_8d0c6f98-a265-41fd-8002-8c0f54bd991f,168,189.49,204.31,-14.82,-7.82
RouteID_8d3f0d4b-1b2a-4399-8c6f-eb065dbfb23b,173,225.18,235.82,-10.65,-4.73
RouteID_8d46bdb6-ea28-4404-a127-3b6fd77a3a74,158,165.16,170.11,-4.95,-3.0
RouteID_8d59264d-2df7-4593-a53b-5805e949c039,151,168.53,160.47,8.06,4.78
RouteID_8d61d9ac-2c0b-43e5-9604-a8ee485fbf28,126,133.19,122.19,11.0,8.26
RouteID_8d686bda-4e2b-43c9-ac5b-3997b07a8ad7,115,133.98,137.94,-3.96,-2.96
RouteID_8d800205-c71b-4d69-b615-8e3074678027,172,181.03,175.85,5.18,2.86
RouteID_8d89c2dc-ccb5-4929-8611-e2dfa5915cd7,165,187.68,195.45,-7.77,-4.14
RouteID_8d8e10b5-df14-4164-bf4d-9c3bdf06266f,165,216.68,230.78,-14.1,-6.51
RouteID_8d945c9f-bfbb-438b-9a96-c31821f28ba5,140,157.39,160.19,-2.8,-1.78
RouteID_8d96e40e-3776-471f-941d-cb9ecefedd02,150,237.83,239.88,-2.05,-0.86
RouteID_8ddc4ae5-da2b-4572-8758-57b46a3adcfb,152,165.06,170.41,-5.35,-3.24
RouteID_8de6b935-071c-44c2-8b74-da0615b97e13,165,186.25,188.42,-2.17,-1.16
RouteID_8debce22-96f0-49f8-9233-678194f15ab8,160,234.65,248.51,-13.86,-5.91
RouteID_8debebf6-9667-4fb3-b5a1-05440f24886f,125,143.94,151.3,-7.36,-5.11
RouteID_8dfa3c5b-52ff-4d1f-a088-b3584affb8bb,143,209.85,216.57,-6.72,-3.2
RouteID_8dfd790a-c8f0-4dde-b83e-a88ccf9881eb,190,217.65,237.14,-19.49,-8.95
RouteID_8e062426-5d8f-4f9f-b44b-000950971831,154,161.21,171.31,-10.1,-6.27
RouteID_8e2ef7fa-aa5b-47e0-a217-8c6d95dfe6c9,183,209.01,237.21,-28.2,-13.49
RouteID_8e461795-3b7b-4203-b378-20602efd3634,191,173.18,193.52,-20.34,-11.74
RouteID_8e472591-6794-4b20-9671-882d4e16505c,153,235.37,257.15,-21.78,-9.25
RouteID_8e4cb07e-6784-4c2d-a5cd-48d660483e0b,124,196.84,182.3,14.54,7.39
RouteID_8e4ceb49-0082-4d2b-8786-7b9b4482e78b,169,211.64,241.13,-29.49,-13.93
RouteID_8e4dca0c-f340-48b5-8844-d41b48207998,160,194.43,207.47,-13.04,-6.71
RouteID_8e86da60-9fe5-4021-8038-9f45cd81508c,164,259.51,275.01,-15.5,-5.97
RouteID_8e9d596d-4cbb-4fd7-a0d5-2b6fd413c70c,201,180.56,181.65,-1.09,-0.6
RouteID_8e9f63c0-30b4-46ab-86dd-5e24afc13ec3,115,119.25,121.52,-2.26,-1.9
RouteID_8eadf217-5d45-449f-8d70-5c9a9444bf23,109,203.16,184.62,18.54,9.13
RouteID_8ec1a35c-e0d0-42ed-9054-2ffe259534b9,169,202.72,193.99,8.72,4.3
RouteID_8ed063d0-b83f-4ba8-8f84-39e14b585134,147,245.75,265.43,-19.68,-8.01
RouteID_8f13d353-13f9-4c6e-bfdf-18ce95711dcc,181,171.42,178.95,-7.53,-4.39
RouteID_8f201bc3-eef0-46d0-8d1b-115e142b5c25,186,234.82,231.18,3.64,1.55
RouteID_8f20e57e-c017-42ad-b03f-c85e87f3088d,144,159.04,158.18,0.86,0.54
RouteID_8f40d72c-c84c-4c35-8b67-e013f1113525,130,134.1,130.28,3.82,2.85
RouteID_8f496379-036d-4ec1-94a9-e90224969192,224,260.56,262.06,-1.5,-0.58
RouteID_8f5dfa60-35c1-462c-84e4-af087421714c,143,142.82,145.62,-2.8,-1.96
RouteID_8f68a42f-658f-4793-9c11-7a18ecd13545,166,216.34,209.52,6.82,3.15
RouteID_8f7b3236-39ce-4f37-98e1-67f41e442f4b,145,200.88,182.56,18.32,9.12
RouteID_8f808500-dada-4167-b207-6c8a7f5702f9,197,208.79,222.89,-14.1,-6.75
RouteID_8f846a6a-e3ee-42b2-8df2-29d784fa9334,179,143.93,153.1,-9.17,-6.37
RouteID_8fb70915-9528-49ff-8d87-ec30038206c5,141,297.09,278.99,18.1,6.09
RouteID_8fbd3bec-c3f6-4dfa-abf2-e9690cd9bb0c,100,90.06,81.64,8.42,9.35
RouteID_8fbf3282-5e52-4cc0-80c9-29c0e9d533c3,136,171.35,187.46,-16.11,-9.4
RouteID_8fd7a0a9-dd5a-4cc2-861f-cfe925800edd,86,141.72,133.96,7.76,5.48
RouteID_8fe0c888-5c44-4d75-887c-1d68924e2de5,142,211.28,217.39,-6.1,-2.89
RouteID_8fe7b449-cada-4dfb-9f43-d0ec77b00d40,96,149.27,141.96,7.31,4.9
RouteID_8fe816ce-bd16-4171-9042-63d60ab8dbd8,88,86.95,81.31,5.64,6.49
RouteID_8fed8411-4b0c-4e1b-bbe6-c720f7bcb4fc,152,212.41,221.56,-9.15,-4.31
RouteID_8fef1f87-43bd-47fc-a28e-68b14aba801d,178,184.77,190.01,-5.24,-2.84
RouteID_8fefade2-b636-4551-b50f-f306f208f015,152,188.86,183.98,4.88,2.59
RouteID_8ff673d3-7ba9-47bc-b69a-b6600e4d8759,161,192.39,198.52,-6.13,-3.18
RouteID_8ff75329-acb1-4144-93dc-59a8830116cf,170,165.9,162.6,3.3,1.99
RouteID_90017a5d-7255-4ede-a033-0e9a32b2b017,171,168.38,167.99,0.39,0.23
RouteID_9012fc03-1535-4746-b32a-7b3e1b228da3,157,174.91,187.02,-12.11,-6.92
RouteID_901c7147-eb31-4405-bdf7-95026132ea32,144,178.55,179.53,-0.98,-0.55
RouteID_902524fa-2422-49f5-a13a-3f9cddfa70ef,179,210.17,190.66,19.51,9.28
RouteID_90264cd2-abf0-4f51-8037-f7e535b9e67d,163,257.48,278.79,-21.31,-8.28
RouteID_9027d49b-ca23-4acb-bdbc-8863919f16c1,133,165.73,188.77,-23.04,-13.9
RouteID_9031496b-7d8f-42bf-927b-0329d63291ba,155,222.96,217.71,5.26,2.36
RouteID_903513e8-c31d-46da-b183-6e064037b32f,175,244.99,242.54,2.45,1.0
RouteID_903821b9-3d78-4eca-a8ea-d8f6828bb194,91,116.64,106.41,10.24,8.78
RouteID_90411714-7631-44cc-9a3c-beb5f88b517c,120,211.59,222.48,-10.89,-5.15
RouteID_90499042-ee66-4323-8846-770a5f2695d1,174,205.91,201.31,4.6,2.23
RouteID_904f5275-48af-4071-936c-2430be4b9484,163,169.16,181.1,-11.94,-7.06
RouteID_90573a2b-d033-4289-97eb-25f1b0f4af50,159,223.35,228.57,-5.22,-2.34
RouteID_9075e653-a4ab-4eb4-81b2-16ad33a13c58,110,78.69,86.64,-7.95,-10.1
RouteID_9077e9dc-f413-403c-830a-9a82371a73dc,163,172.43,185.58,-13.15,-7.62
RouteID_9089f5cc-f3e3-4b71-82f0-9baefa05d6c8,137,163.99,152.03,11.97,7.3
RouteID_908fdcf1-bf69-4ded-ab52-1e60f39e1d0a,137,152.33,156.88,-4.55,-2.99
RouteID_909386bb-eed0-4779-a6e2-1fc0e7af11be,167,210.49,215.57,-5.08,-2.41
RouteID_90a6b0d7-217e-40a3-a4c1-a978151616fe,74,75.54,73.93,1.61,2.14
